time_s,x_m,y_m,speed_ms,heading_rad
0.0,367570.969519436,4342289.37238432,3.0880588466028422,-0.9070491629577465
5.0,367580.50292282447,4342277.265434349,3.0761746563323267,-0.8971362935512406
10.0,367590.24159061897,4342265.399999509,3.06441263561405,-0.8673754061113226
15.0,367600.41810654034,4342253.987881293,3.0527734778851774,-0.8135891481248085
20.0,367611.304711512,4342243.336844875,3.041259029886219,-0.7333617096185795
25.0,367623.04645422567,4342233.729245325,3.029870397739832,-0.6387207515878845
30.0,367635.60798591195,4342225.322901828,3.0185903433452537,-0.5437839916548932
35.0,367648.8191847826,4342218.092696566,3.0074090879226367,-0.46269297847280455
40.0,367662.44715295866,4342211.80906125,2.9963280981025995,-0.4076239065637718
45.0,367676.25902433746,4342206.079141932,2.985349470651058,-0.3834698583469238
50.0,367690.0937814695,4342200.549348172,2.9744744709987825,-0.3805864497277718
55.0,367703.83506464993,4342194.933218621,2.963704838823736,-0.39857909076639336
60.0,367717.36149481236,4342188.950659648,2.9530446543285085,-0.4368597571342969
65.0,367730.53764108,4342182.351672309,2.9424910589539635,-0.49397936430464906
70.0,367743.17320974084,4342174.875902197,2.932045810292294,-0.5776278163970765
75.0,367754.9906817303,4342166.256443159,2.9217106034258915,-0.6834655558707918
80.0,367765.73420584796,4342156.408254608,2.9114655171881103,-0.7986733928105162
85.0,367775.25517433323,4342145.440249717,2.9013020126344036,-0.9091077153508058
90.0,367783.58001199085,4342133.597892243,2.8912211136918557,-1.0012607784690934
95.0,367790.9324224363,4342121.183578254,2.881224636732479,-1.0641450647153383
100.0,367797.6760396079,4342108.48266934,2.871314393309021,-1.097070780960726
105.0,367804.11243428005,4342095.677915646,2.8614908328931588,-1.1092692797539405
110.0,367810.5057962535,4342082.906231628,2.8517544398861627,-1.100839814239459
115.0,367817.1110779985,4342070.2980033895,2.842105932279079,-1.0730282605261032
120.0,367824.18647457793,4342058.004256694,2.8325454231832383,-1.0198968111516244
125.0,367832.0432150262,4342046.254144578,2.8230740873725657,-0.9410148541264076
130.0,367840.8588536883,4342035.267292555,2.813692973838979,-0.8488286115408822
135.0,367850.6215809962,4342025.177300257,2.804402123746494,-0.7580670224123898
140.0,367861.1589879251,4342015.966922167,2.7951999801009375,-0.6837574257508764
145.0,367872.1969892404,4342007.434161058,2.7860821639645814,-0.6384529497424764
150.0,367883.46453607903,4341999.282519793,2.7770390015619286,-0.6181295203136489
155.0,367894.7629534347,4341991.250797771,2.7680708943604913,-0.6218354655519003
160.0,367905.8873565002,4341983.05564753,2.759180456825311,-0.6517301009972897
165.0,367916.6086640238,4341974.4122435525,2.7503647204170125,-0.7084441801925424
170.0,367926.6650622713,4341965.070957065,2.7416147132968502,-0.7910203126631167
175.0,367935.76186264557,4341954.854506291,2.7329274248139397,-0.8969532891940264
180.0,367943.5862115539,4341943.689568619,2.7243008965784403,-1.0223235400339883
185.0,367949.813341511,4341931.613048845,2.7157335619252754,-1.1684074441453263
190.0,367954.0582783663,4341918.754215938,2.7072219053981508,-1.334004225589811
195.0,367956.0751010806,4341905.407371652,2.698767223799988,-1.503217158275359
200.0,367955.890433512,4341891.949817212,2.690372914861634,-1.6587137887198697
205.0,367953.81567625835,4341878.689399658,2.682042381294343,-1.7849719383208624
210.0,367950.2870525544,4341865.779198875,2.6737776404058082,-1.8831784691906608
215.0,367945.7163315829,4341853.240839707,2.6655791907203263,-1.9498916574543805
220.0,367940.5693441242,4341840.969874415,2.657446332617673,-1.9776756114646568
225.0,367935.3934902125,4341828.754887168,2.649377467998102,-1.9555481455070713
230.0,367930.9444270605,4341816.304847093,2.64137071478262,-1.8585496036015603
235.0,367928.37250906887,4341803.393971861,2.6334258792976075,-1.6593419446720454
240.0,367929.26916083554,4341790.338497439,2.625549719792055,-1.327739749513294
245.0,367935.15044680005,4341778.758519804,2.6177622737093236,-0.8602457272875316
250.0,367945.99423309957,4341771.806895993,2.610057189885695,-0.2722647179037253
255.0,367958.7425891643,4341772.681314299,2.602357186586059,0.4101915462713768
260.0,367967.7115582276,4341781.662140153,2.594711480162853,1.1560570077659589
265.0,367967.9790692479,4341794.291762054,2.5871902022322772,1.930577666272812
270.0,367959.3610133441,4341803.486965609,2.57980814684136,2.6976199453994876
275.0,367946.7861608946,4341804.415558125,2.5724385185354395,3.4100514855274047
280.0,367936.2050287014,4341797.468446852,2.565053975297983,4.001262864391914
285.0,367930.5222540869,4341786.123756234,2.5576913994551034,4.47793115947591
290.0,367930.92947581795,4341773.519903912,2.550385043664547,5.02474486852746
295.0,367938.46819889813,4341763.5634165015,2.543174757067609,5.704299575015618
300.0,367950.62616018584,4341761.251191397,2.535992696208214,6.485629575739945
305.0,367960.57394572016,4341768.469165628,2.528834050396285,7.327086798368986
310.0,367961.6705555741,4341780.662161714,2.5217892549880347,8.184822658178618
315.0,367953.2846995397,4341789.578071021,2.514882100297727,9.006574912538145
320.0,367941.01013955375,4341790.043919118,2.507979996934289,9.732313957389117
325.0,367930.9622389084,4341782.877076528,2.5010598791802523,10.322677030239452
330.0,367925.88603440975,4341771.60036765,2.4941590008951846,10.811688409721313
335.0,367927.1024306,4341759.38157248,2.487312690488879,11.39067975937544
340.0,367935.352973214,4341750.447720571,2.48055771085283,12.097877197932066
345.0,367947.3836331609,4341749.627531741,2.4738118895319614,12.89574982852492
350.0,367956.0978933351,4341757.860347236,2.467098797869655,13.739228961882699
355.0,367955.7013541008,4341769.811111086,2.4605026696357526,14.580979210726206
360.0,367946.7053522289,4341777.713632217,2.4540265784616895,15.364462377286957
365.0,367934.6785288636,4341777.612442382,2.447543083572562,16.03327139652096
370.0,367924.75927139336,4341770.7205047645,2.4410442735406224,16.564655507269336
375.0,367919.0201240861,4341760.071021334,2.434561536056555,16.99468792464924
380.0,367918.6469293536,4341748.05776699,2.428121652550903,17.51471077483529
385.0,367924.9508949305,4341737.953739694,2.4217611843536786,18.166998106530627
390.0,367936.2091880222,4341734.388654883,2.4154377861829226,18.91822435574145
395.0,367946.6404005329,4341739.768402533,2.409116575245714,19.723804482734142
400.0,367949.8849448312,4341751.009421955,2.4028798756063594,20.537342727614423
405.0,367944.1329789661,4341761.205453663,2.3967693419555105,21.304500618086767
410.0,367933.0437368577,4341765.084681277,2.39070595783087,21.971357834057653
415.0,367921.6486326996,4341762.025797617,2.384618489436095,22.50304603312843
420.0,367912.78284058574,4341754.191719704,2.3785302120311305,22.897182115313647
