t,x,y
18.7,522386.19775389833,5338580.537773583
18.8,522386.69879930327,5338580.644313317
18.900000000000002,522387.19971044705,5338580.751787095
19.0,522387.7004853342,5338580.860195918
19.1,522388.2011219743,5338580.969540729
19.200000000000003,522388.70161838224,5338581.079822417
19.3,522389.20197257865,5338581.191041815
19.400000000000002,522389.7021825904,5338581.303199699
19.5,522390.2022464507,5338581.416296791
19.6,522390.7021622,5338581.5303337565
19.700000000000003,522391.2019278859,5338581.645311204
19.8,522391.7015415637,5338581.761229687
19.900000000000002,522392.20100129704,5338581.878089705
20.0,522392.70030515786,5338581.995891699
20.1,522393.1994512271,5338582.114636055
20.200000000000003,522393.6984375951,5338582.234323107
20.3,522394.1972623618,5338582.354953128
20.400000000000002,522394.69592363737,5338582.47652634
20.5,522395.1944195423,5338582.599042906
20.6,522395.69274820824,5338582.722502938
20.700000000000003,522396.19090777787,5338582.846906487
20.8,522396.68889640574,5338582.9722535545
20.900000000000002,522397.1867122584,5338583.098544084
21.0,522397.68435351487,5338583.225777962
21.1,522398.18181836704,5338583.353955025
21.200000000000003,522398.67910502007,5338583.483075051
21.3,522399.17621169274,5338583.613137763
21.400000000000002,522399.6731366179,5338583.744142832
21.5,522400.16987804265,5338583.876089873
21.6,522400.6664342291,5338584.008978445
21.700000000000003,522401.16280345444,5338584.1428080555
21.8,522401.6589840114,5338584.2775781555
21.900000000000002,522402.1549742086,5338584.413288144
22.0,522402.6507723712,5338584.549937365
22.1,522403.14637684077,5338584.6875251075
22.200000000000003,522403.6417859761,5338584.826050608
22.3,522404.13699815347,5338584.965513051
22.400000000000002,522404.6320117668,5338585.105911564
22.5,522405.1268252283,5338585.247245225
22.6,522405.6214369687,5338585.389513057
22.700000000000003,522406.11584543757,5338585.532714029
22.8,522406.6100491039,5338585.676847059
22.900000000000002,522407.10404645617,5338585.821911013
23.0,522407.5978360028,5338585.967904703
23.1,522408.09141627274,5338586.114826889
23.200000000000003,522408.5847858154,5338586.262676279
23.3,522409.0779432013,5338586.411451531
23.400000000000002,522409.5708870223,5338586.5611512475
23.5,522410.0636158921,5338586.711773983
23.6,522410.55612844625,5338586.863318239
23.700000000000003,522411.0484233428,5338587.015782467
23.8,522411.5404992625,5338587.169165066
23.900000000000002,522412.03235490917,5338587.323464387
24.0,522412.5239890099,5338587.4786787275
24.1,522413.0154003155,5338587.634806336
24.200000000000003,522413.5065876009,5338587.791845411
24.3,522413.99754966516,5338587.9497941015
24.400000000000002,522414.4882853321,5338588.1086505065
24.5,522414.9787934504,5338588.268412676
24.6,522415.469072894,5338588.429078611
24.700000000000003,522415.9591225624,5338588.590646262
24.8,522416.44894138083,5338588.753113534
24.900000000000002,522416.9385283008,5338588.916478281
25.0,522417.42788230005,5338589.080738309
25.1,522417.91700238315,5338589.245891376
25.200000000000003,522418.4058875815,5338589.411935195
25.3,522418.8945369539,5338589.578867429
25.400000000000002,522419.3829495864,5338589.746685694
25.5,522419.8711245931,5338589.91538756
25.6,522420.3590611159,5338590.084970549
25.700000000000003,522420.8467583252,5338590.255432138
25.8,522421.3342154197,5338590.426769759
25.900000000000002,522421.82143162715,5338590.598980795
26.0,522422.3084062041,5338590.772062586
26.1,522422.7951384364,5338590.946012426
26.200000000000003,522423.28162763955,5338591.120827564
26.3,522423.76787315856,5338591.2965052035
26.400000000000002,522424.25387436844,5338591.473042505
26.5,522424.7396306744,5338591.650436584
26.6,522425.2251415121,5338591.8286845125
26.700000000000003,522425.7104063476,5338592.007783319
26.8,522426.1954246778,5338592.187729988
26.900000000000002,522426.68019603065,5338592.368521462
27.0,522427.1647199652,5338592.550154641
27.1,522427.64899607183,5338592.732626381
27.200000000000003,522428.1330239725,5338592.915933498
27.3,522428.61680332094,5338593.100072765
27.400000000000002,522429.1003338026,5338593.285040913
27.5,522429.58361513505,5338593.470834633
27.6,522430.0666470682,5338593.657450575
27.700000000000003,522430.5494293841,5338593.844885348
27.8,522431.03196189745,5338594.033135522
27.900000000000002,522431.51424445555,5338594.222197625
28.0,522431.9962769385,5338594.412068146
28.1,522432.47805925924,5338594.602743537
28.200000000000003,522432.95959136396,5338594.794220208
28.3,522433.44087323186,5338594.986494532
28.400000000000002,522433.9219048754,5338595.179562843
28.5,522434.4026863405,5338595.373421438
28.6,522434.8832177066,5338595.568066575
28.700000000000003,522435.36349908664,5338595.763494475
28.8,522435.8435306274,5338595.959701322
28.900000000000002,522436.3233125092,5338596.156683263
29.0,522436.80284494656,5338596.354436411
29.1,522437.28212818754,5338596.552956838
29.200000000000003,522437.76116251445,5338596.752240586
29.3,522438.2399482436,5338596.952283657
29.400000000000002,522438.7184857254,5338597.153082021
29.5,522439.1967753445,5338597.35463161
29.6,522439.6748175196,5338597.5569283245
29.700000000000003,522440.1526127039,5338597.759968029
29.8,522440.6301613847,5338597.963746557
29.900000000000002,522441.1074640837,5338598.1682597045
30.0,522441.58452135697,5338598.373503237
30.1,522442.0613337949,5338598.579472886
30.200000000000003,522442.53790202225,5338598.786164353
30.3,522443.01422669814,5338598.993573302
30.400000000000002,522443.4903085161,5338599.201695372
30.5,522443.966148204,5338599.410526166
30.6,522444.4417465242,5338599.620061256
30.700000000000003,522444.91710427316,5338599.830296185
30.8,522445.3922222819,5338600.041226464
30.900000000000002,522445.8671014155,5338600.252847576
31.0,522446.34174257354,5338600.46515497
31.1,522446.8161466896,5338600.67814407
31.200000000000003,522447.2903147315,5338600.891810269
31.3,522447.76424770115,5338601.10614893
31.400000000000002,522448.2379466346,5338601.321155389
31.5,522448.71141260176,5338601.536824953
31.6,522449.1846467065,5338601.7531529
31.700000000000003,522449.65765008656,5338601.970134485
31.8,522450.1304239134,5338602.187764929
31.900000000000002,522450.6029693922,5338602.406039431
32.0,522451.07528776163,5338602.624953162
32.1,522451.54738029395,5338602.844501266
32.2,522452.0192482947,5338603.064678864
32.300000000000004,522452.4908931027,5338603.285481046
32.4,522452.96231609,5338603.506902882
32.5,522453.4335186616,5338603.728939413
32.6,522453.9045022554,5338603.951585659
32.7,522454.3752683421,5338604.174836612
32.800000000000004,522454.845818425,5338604.3986872425
32.9,522455.31615404,5338604.623132496
33.0,522455.78627675516,5338604.848167296
33.1,522456.25618817087,5338605.07378654
33.2,522456.7258899101,5338605.299985126
33.300000000000004,522457.19538362767,5338605.526757926
33.4,522457.6646710098,5338605.754099792
33.5,522458.1337537742,5338605.982005554
33.6,522458.60263366986,5338606.210470021
33.7,522459.07131247665,5338606.439487979
33.800000000000004,522459.53979200544,5338606.669054194
33.9,522460.0080740976,5338606.899163413
34.0,522460.4761606251,5338607.129810359
34.1,522460.94405349006,5338607.360989739
34.2,522461.4117546247,5338607.592696238
34.300000000000004,522461.879265991,5338607.824924523
34.4,522462.3465895806,5338608.057669241
34.5,522462.8137274145,5338608.290925019
34.6,522463.280681543,5338608.524686469
34.7,522463.74745404505,5338608.758948181
34.800000000000004,522464.21404702857,5338608.993704729
34.9,522464.6804626297,5338609.228950669
35.0,522465.1467030129,5338609.46468054
35.1,522465.6127703707,5338609.700888864
35.2,522466.078666923,5338609.937570144
35.300000000000004,522466.54439491744,5338610.17471887
35.4,522467.00995662867,5338610.412329513
35.5,522467.4753543583,5338610.650396529
35.6,522467.94059043465,5338610.888914359
35.7,522468.4056672122,5338611.127877427
35.800000000000004,522468.87058707164,5338611.367280144
35.9,522469.3353524194,5338611.607116904
36.0,522469.7999656875,5338611.847382088
36.1,522470.26442933304,5338612.088070061
36.2,522470.7287458381,5338612.329175176
36.300000000000004,522471.19291770936,5338612.57069177
36.4,522471.6569474777,5338612.812614168
36.5,522472.12083769817,5338613.054936682
36.6,522472.58459094935,5338613.297653609
36.7,522473.0482098333,5338613.540759235
36.800000000000004,522473.5116969749,5338613.784247833
36.9,522473.9750550221,5338614.028113664
37.0,522474.43828664493,5338614.272350977
37.1,522474.9013945357,5338614.5169540085
37.2,522475.3643814082,5338614.761916984
37.300000000000004,522475.8272499979,5338615.007234118
37.4,522476.29000306106,5338615.252899613
37.5,522476.7526433748,5338615.498907663
37.6,522477.21517373656,5338615.745252449
37.7,522477.67759696377,5338615.991928143
37.800000000000004,522478.1399158935,5338616.238928908
37.9,522478.60213338217,5338616.486248894
38.0,522479.0642523051,5338616.733882245
38.1,522479.5262755562,5338616.981823093
38.2,522479.9882060475,5338617.230065565
38.300000000000004,522480.45004670904,5338617.478603773
38.400000000000006,522480.91180048825,5338617.727431825
38.5,522481.3734703496,5338617.97654382
38.6,522481.83505927434,5338618.225933849
38.7,522482.29657026014,5338618.475595993
38.800000000000004,522482.75800632045,5338618.725524328
38.900000000000006,522483.21937048447,5338618.97571292
39.0,522483.68066579656,5338619.22615583
39.1,522484.14189531584,5338619.47684711
39.2,522484.60306211584,5338619.727780809
39.300000000000004,522485.0641692842,5338619.978950964
39.400000000000006,522485.5252199221,5338620.230351611
39.5,522485.9862171441,5338620.481976776
39.6,522486.4471640774,5338620.733820482
39.7,522486.90806386183,5338620.985876745
39.800000000000004,522487.36891964916,5338621.238139574
39.900000000000006,522487.8297346028,5338621.490602977
40.0,522488.2905118975,5338621.743260952
40.1,522488.75125471863,5338621.996107495
40.2,522489.2119662622,5338622.2491366
40.300000000000004,522489.67264973413,5338622.50234225
40.400000000000006,522490.1333083499,5338622.7557184305
40.5,522490.5939453342,5338623.009259119
40.6,522491.0545639206,5338623.26295829
40.7,522491.51516735094,5338623.516809916
40.800000000000004,522491.975758875,5338623.770807965
40.900000000000006,522492.43634175014,5338624.024946402
41.0,522492.89691924077,5338624.27921919
41.1,522493.35749461805,5338624.533620288
41.2,522493.81807115936,5338624.788143653
41.300000000000004,522494.278652148,5338625.042783242
41.400000000000006,522494.7392408726,5338625.2975330055
41.5,522495.199840627,5338625.552386897
41.6,522495.66045470955,5338625.807338864
41.7,522496.12108642265,5338626.062382855
41.800000000000004,522496.5817390725,5338626.317512819
41.900000000000006,522497.0424159688,5338626.572722699
42.0,522497.5031204239,5338626.828006441
42.1,522497.9638557528,5338627.083357991
42.2,522498.42462527246,5338627.338771291
42.300000000000004,522498.88543230155,5338627.594240286
42.400000000000006,522499.34628015995,5338627.849758921
42.5,522499.8071721682,5338628.105321139
42.6,522500.2681116474,5338628.360920885
42.7,522500.7291019184,5338628.616552103
42.800000000000004,522501.1901463017,5338628.8722087415
42.900000000000006,522501.6512481168,5338629.127884746
43.0,522502.1124106819,5338629.383574064
43.1,522502.5736373135,5338629.6392706465
43.2,522503.0349313259,5338629.894968445
43.300000000000004,522503.4962960307,5338630.150661413
43.400000000000006,522503.9577347367,5338630.406343505
43.5,522504.419250749,5338630.662008679
43.6,522504.8808473691,5338630.917650894
43.7,522505.3425278941,5338631.173264114
43.800000000000004,522505.80429561646,5338631.428842304
43.900000000000006,522506.26615382347,5338631.684379433
44.0,522506.72810579697,5338631.939869474
44.1,522507.1901548128,5338632.1953064
44.2,522507.65230414056,5338632.450684191
44.300000000000004,522508.114557043,5338632.70599683
44.400000000000006,522508.5769167758,5338632.961238305
44.5,522509.03938658687,5338633.216402606
44.6,522509.5019697164,5338633.47148373
44.7,522509.96466939605,5338633.7264756765
44.800000000000004,522510.4274888487,5338633.981372452
44.900000000000006,522510.890431288,5338634.236168068
45.0,522511.35349991807,5338634.4908565385
45.1,522511.81669793307,5338634.745431886
45.2,522512.28002851666,5338634.999888138
45.300000000000004,522512.7434948418,5338635.254219328
45.400000000000006,522513.2071000702,5338635.508419496
45.5,522513.67084735207,5338635.762482688
45.6,522514.1347398256,5338636.016402955
45.7,522514.59878061677,5338636.270174359
45.800000000000004,522515.0629728386,5338636.523790965
45.900000000000006,522515.52731959114,5338636.777246847
46.0,522515.99182396097,5338637.030536086
46.1,522516.4564890207,5338637.283652772
46.2,522516.92131782876,5338637.536591002
46.300000000000004,522517.3863134289,5338637.78934488
46.400000000000006,522517.85147885,5338638.04190852
46.5,522518.3168171054,5338638.294276046
46.6,522518.7823311928,5338638.546441587
46.7,522519.24802409386,5338638.798399284
46.800000000000004,522519.7138987737,5338639.050143285
46.900000000000006,522520.17995818076,5338639.30166775
47.0,522520.64620524616,5338639.552966847
47.1,522521.1126428836,5338639.804034756
47.2,522521.57927398896,5338640.054865663
47.300000000000004,522522.0461014398,5338640.305453769
47.400000000000006,522522.51312809525,5338640.5557932835
47.5,522522.9803567955,5338640.805878428
47.6,522523.4477903615,5338641.055703433
47.7,522523.91543159465,5338641.305262542
47.800000000000004,522524.3832832765,5338641.554550011
47.900000000000006,522524.85134816845,5338641.803560105
48.0,522525.3196290112,5338642.052287104
48.1,522525.7881285248,5338642.300725298
48.2,522526.256849408,5338642.548868991
48.300000000000004,522526.72579433804,5338642.7967125
48.400000000000006,522527.1949659706,5338643.044250154
48.5,522527.664366939,5338643.291476295
48.6,522528.1339998543,5338643.53838528
48.7,522528.603867305,5338643.78497148
48.800000000000004,522529.0739718564,5338644.031229278
48.900000000000006,522529.54431605065,5338644.277153073
49.0,522530.0149024064,5338644.522737277
49.1,522530.48573341826,5338644.7679763185
49.2,522530.956811557,5338645.01286464
49.300000000000004,522531.4281392689,5338645.2573967
49.400000000000006,522531.8997189755,5338645.501566972
49.5,522532.3715530735,5338645.745369945
49.6,522532.8436439345,5338645.988800125
49.7,522533.3159939046,5338646.231852035
49.800000000000004,522533.78860530414,5338646.474520212
49.900000000000006,522534.26148042764,5338646.716799213
50.0,522534.7346215434,5338646.958683608
50.1,522535.2080308933,5338647.200167989
50.2,522535.68171069265,5338647.441246963
50.300000000000004,522536.1556631298,5338647.681915156
50.400000000000006,522536.62989036605,5338647.922167211
50.5,522537.1043945353,5338648.16199779
50.6,522537.579177744,5338648.401401575
50.7,522538.05424207076,5338648.640373264
50.800000000000004,522538.52958956634,5338648.878907579
50.900000000000006,522539.0052222533,5338649.116999256
51.0,522539.4811421258,5338649.354643056
51.1,522539.95735114947,5338649.591833756
51.2,522540.4338512612,5338649.828566155
51.300000000000004,522540.910644369,5338650.064835074
51.400000000000006,522541.3877323517,5338650.300635353
51.5,522541.865117059,5338650.535961853
51.6,522542.34280031093,5338650.7708094595
51.7,522542.8207838981,5338651.005173076
51.800000000000004,522543.2990695814,5338651.239047631
51.900000000000006,522543.7776590915,5338651.472428073
52.0,522544.2565541294,5338651.705309375
52.1,522544.7357563656,5338651.937686532
52.2,522545.2152674403,5338652.169554562
52.300000000000004,522545.6950889634,5338652.400908508
52.400000000000006,522546.1752225139,5338652.631743435
52.5,522546.65566964034,5338652.862054432
52.6,522547.1364318602,5338653.091836614
52.7,522547.61751066014,5338653.32108512
52.800000000000004,522548.0989074956,5338653.549795113
52.900000000000006,522548.580623791,5338653.777961782
53.0,522549.0626609393,5338654.005580342
53.1,522549.54502030223,5338654.232646033
53.2,522550.0277032101,5338654.459154122
53.300000000000004,522550.5107109708,5338654.68509988
53.400000000000006,522550.9940448606,5338654.910478609
53.5,522551.47770612384,5338655.135285634
53.6,522551.96169597306,5338655.35951631
53.7,522552.4460155888,5338655.583166019
53.800000000000004,522552.9306661196,5338655.806230172
53.900000000000006,522553.4156486819,5338656.028704205
54.0,522553.90096436004,5338656.250583585
54.1,522554.38661420625,5338656.47186381
54.2,522554.87259924045,5338656.6925404025
54.300000000000004,522555.35892045044,5338656.912608918
54.400000000000006,522555.8455787918,5338657.1320649395
54.5,522556.3325751878,5338657.350904081
54.6,522556.81991052936,5338657.569121988
54.7,522557.3075856752,5338657.786714334
54.800000000000004,522557.7956014517,5338658.003676827
54.900000000000006,522558.283958653,5338658.220005203
55.0,522558.7726580409,5338658.435695232
55.1,522559.26170034497,5338658.650742713
55.2,522559.75108626246,5338658.86514348
55.300000000000004,522560.2408164585,5338659.078893397
55.400000000000006,522560.73089156585,5338659.2919883635
55.5,522561.2213121852,5338659.504424309
55.6,522561.7120788852,5338659.716197199
55.7,522562.2031922022,5338659.927303031
55.800000000000004,522562.69465264067,5338660.137737836
55.900000000000006,522563.186460673,5338660.34749768
56.0,522563.67861673963,5338660.556578664
56.1,522564.17112124927,5338660.764976923
56.2,522564.6639745787,5338660.972688627
56.300000000000004,522565.1571770731,5338661.179709982
56.400000000000006,522565.6507290459,5338661.386037229
56.5,522566.14463077905,5338661.5916666435
56.6,522566.63888252294,5338661.796594541
56.7,522567.1334844967,5338662.000817269
56.800000000000004,522567.6284368881,5338662.2043312155
56.900000000000006,522568.12373985385,5338662.407132803
57.0,522568.61939351953,5338662.609218494
57.1,522569.11539797974,5338662.810584785
57.2,522569.6117532984,5338663.011228214
57.300000000000004,522570.1084595085,5338663.211145354
57.400000000000006,522570.60551661276,5338663.410332819
57.5,522571.10292458325,5338663.608787261
57.6,522571.6006833618,5338663.806505369
57.7,522572.0987928601,5338664.003483873
57.800000000000004,522572.5972529599,5338664.199719543
57.900000000000006,522573.096063513,5338664.395209188
58.0,522573.5952243416,5338664.589949656
58.1,522574.0947352383,5338664.783937838
58.2,522574.59459596634,5338664.977170663
58.300000000000004,522575.09480625985,5338665.169645102
58.400000000000006,522575.5953658239,5338665.361358166
58.5,522576.09627433465,5338665.552306909
58.6,522576.5975314398,5338665.742488426
58.7,522577.0991367584,5338665.931899853
58.800000000000004,522577.6010898814,5338666.120538369
58.900000000000006,522578.1033903715,5338666.308401194
59.0,522578.60603776365,5338666.495485593
59.1,522579.1090315652,5338666.68178887
59.2,522579.61237125593,5338666.867308377
59.300000000000004,522580.1160562884,5338667.052041505
59.400000000000006,522580.62008608825,5338667.235985692
59.5,522581.1244600542,5338667.419138416
59.6,522581.62917755847,5338667.601497201
59.7,522582.13423794694,5338667.783059616
59.800000000000004,522582.63964053936,5338667.963823272
59.900000000000006,522583.14538462966,5338668.143785828
60.0,522583.65146948607,5338668.322944985
60.1,522584.15789435146,5338668.50129849
60.2,522584.6646584436,5338668.678844136
60.300000000000004,522585.17176095536,5338668.855579761
60.400000000000006,522585.67920105497,5338669.031503248
60.5,522586.1869778863,5338669.206612526
60.6,522586.6950905691,5338669.380905572
60.7,522587.20353819925,5338669.554380408
60.800000000000004,522587.7123198491,5338669.7270351
60.900000000000006,522588.2214345677,5338669.8988677645
61.0,522588.730881381,5338670.069876564
61.1,522589.2406592923,5338670.240059706
61.2,522589.7507672824,5338670.409415449
61.300000000000004,522590.2612043098,5338670.577942095
61.400000000000006,522590.77196931123,5338670.745637995
61.5,522591.28306120174,5338670.912501549
61.6,522591.79447887506,5338671.078531205
61.7,522592.3062212039,5338671.243725455
61.800000000000004,522592.8182870402,5338671.408082845
61.900000000000006,522593.3306752156,5338671.5716019645
62.0,522593.84338454134,5338671.734281455
62.1,522594.3564138091,5338671.896120006
62.2,522594.8697617909,5338672.057116355
62.300000000000004,522595.38342723955,5338672.217269287
62.400000000000006,522595.89740888897,5338672.376577641
62.5,522596.4117054545,5338672.5350403
62.6,522596.9263156332,5338672.692656199
62.7,522597.441238104,5338672.849424323
62.800000000000004,522597.95647152845,5338673.005343705
62.900000000000006,522598.4720145506,5338673.16041343
63.0,522598.9878657975,5338673.31463263
63.1,522599.50402387953,5338673.468000488
63.2,522600.0204873908,5338673.62051624
63.300000000000004,522600.5372549092,5338673.772179167
63.400000000000006,522601.0543249971,5338673.922988605
63.5,522601.57169620134,5338674.072943937
63.6,522602.0893670537,5338674.222044599
63.7,522602.6073360714,5338674.370290077
63.800000000000004,522603.125601757,5338674.517679906
63.900000000000006,522603.64416259935,5338674.664213674
64.0,522604.16301707324,5338674.809891019
64.10000000000001,522604.6821636402,5338674.954711629
64.2,522605.2016007488,5338675.098675244
64.3,522605.72132683476,5338675.241781654
64.4,522606.2413403214,5338675.384030702
64.5,522606.76163962,5338675.52542228
64.60000000000001,522607.2822231302,5338675.665956332
64.7,522607.8030892402,5338675.805632854
64.8,522608.3242363272,5338675.944451892
64.9,522608.84566275764,5338676.082413544
65.0,522609.3673668876,5338676.219517959
