rate,tau,max_err_deg,max_raw_deg,mean_rud_deg,max_rud_deg,trace
0.087,1.0,28.784407812076715,7.490904613720772,-2.2732061933322134,7.5631146811946355,scripts/pid_trace_act_rate0p087_tau1p0.csv
0.087,0.5,28.784407812076715,7.490904613720772,-2.2732061933322134,7.5631146811946355,scripts/pid_trace_act_rate0p087_tau0p5.csv
0.087,0.25,28.784407812076715,7.490904613720772,-2.2732061933322134,7.5631146811946355,scripts/pid_trace_act_rate0p087_tau0p25.csv
0.12,1.0,28.70870032708325,7.46761443319918,-2.274664629141798,7.571017808020741,scripts/pid_trace_act_rate0p12_tau1p0.csv
0.12,0.5,28.70870032708325,7.46761443319918,-2.274664629141798,7.571017808020741,scripts/pid_trace_act_rate0p12_tau0p5.csv
0.12,0.25,28.70870032708325,7.46761443319918,-2.274664629141798,7.571017808020741,scripts/pid_trace_act_rate0p12_tau0p25.csv
0.17,1.0,28.65153683623163,7.450061016438506,-2.276865178416443,7.571345036629987,scripts/pid_trace_act_rate0p17_tau1p0.csv
0.17,0.5,28.65153683623163,7.450061016438506,-2.276865178416443,7.571345036629987,scripts/pid_trace_act_rate0p17_tau0p5.csv
0.17,0.25,28.65153683623163,7.450061016438506,-2.276865178416443,7.571345036629987,scripts/pid_trace_act_rate0p17_tau0p25.csv
