t,agent,err_deg,derr_deg,P_deg,I_deg,D_deg,raw_deg,rud_deg
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,0.0,-360.0,0.0,0.0,-4320.0,-4320.0,-4320.0
0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1,0.04395565061750979,0.08834044765722784,0.00439556506175098,0.00043955650617509795,1.0600853718867342,1.0649204934546603,1.0649204934546603
1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,0.0879165138352986,0.08878005628940573,0.00879165138352986,0.0013187216445280838,1.0653606754728686,1.0754710485009267,1.0754710485009267
1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,1,0.12716791064955763,0.07974431524481916,0.012716791064955763,0.00259040075102366,0.9569317829378299,0.9722389747538094,0.9722389747538094
2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,0.16216184067430084,0.07157099675949513,0.016216184067430084,0.004212019157766669,0.8588519611139416,0.8792801643391382,0.8792801643391382
2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,1,0.1933053198867075,0.064174109111367,0.01933053198867075,0.006145072356633744,0.7700893093364042,0.7955649136817087,0.7955649136817087
3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1,0.22096488946235177,0.05747628285886863,0.022096488946235178,0.00835472125125726,0.6897153943064237,0.720166604503916,0.720166604503916
3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,1,0.24547067323191357,0.05140790770516195,0.024547067323191358,0.010809427983576397,0.6168948924619434,0.6522513877687112,0.6522513877687112
4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1,0.2671200288981584,0.04590635573667347,0.02671200288981584,0.013480628272557981,0.5508762688400816,0.5910689000024554,0.5910689000024554
4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,1,0.2861808337133961,0.0409152823931693,0.02861808337133961,0.01634243660969194,0.4909833887180316,0.5359439086990632,0.5359439086990632
5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1,0.3028944411586841,0.03638399738899932,0.030289444115868414,0.019371381021278784,0.43660796866799184,0.486268793805139,0.486268793805139
5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,1,0.31747834155990223,0.03226689858625305,0.03174783415599022,0.022546164436877805,0.3872027830350366,0.44149678162790457,0.44149678162790457
6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1,0.3301285562843338,0.028522962519182463,0.03301285562843338,0.02584744999972114,0.3422755502301896,0.4011358558583441,0.4011358558583441
6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,1,0.34102179215680695,0.02511528590080761,0.0341021792156807,0.02925766792128921,0.3013834308096913,0.3647432779466612,0.3647432779466612
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,1,0.3503173801023244,0.022010673009409145,0.03503173801023245,0.03276084172231246,0.2641280761129097,0.33192065584545466,0.33192065584545466
7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,1,0.3581590196123188,0.019179264363967073,0.03581590196123188,0.03634243191843565,0.2301511723676049,0.30230950624727243,0.30230950624727243
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,1,0.364676348444517,0.016594202556073332,0.0364676348444517,0.03998919540288082,0.19913043067288,0.2755872609202125,0.2755872609202125
8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,1,0.3699863550739929,0.014231331520393275,0.0369986355073993,0.04,0.1707759782447193,0.24777461375211862,0.24777461375211862
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,1,0.37421082185017257,0.01210142822805097,0.03742108218501726,0.04,0.14521713873661163,0.2226382209216289,0.2226382209216289
9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,1,0.3774598131958041,0.010182131596131294,0.037745981319580416,0.04,0.12218557915357554,0.19993156047315594,0.19993156047315594
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,0.37983275494900237,0.008453135322067077,0.037983275494900236,0.04,0.10143762386480493,0.17942089935970518,0.17942089935970518
10.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,1,0.3814194577666143,0.006896086002458669,0.038141945776661426,0.04,0.08275303202950403,0.16089497780616546,0.16089497780616546
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,1,0.38230104212234106,0.005494395367844649,0.038230104212234106,0.04,0.06593274441413578,0.1441628486263699,0.1441628486263699
11.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,1,0.38255077437970736,0.004233070570688675,0.03825507743797074,0.04,0.05079684684826411,0.12905192428623485,0.12905192428623485
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,1,0.38223482245389045,0.0030985607898500094,0.038223482245389045,0.04,0.03718272947820011,0.11540621172358916,0.11540621172358916
12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,1,0.3814129388403163,0.0020786185830616796,0.03814129388403163,0.04,0.024943422996740156,0.1030847168807718,0.1030847168807718
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,1,0.3801390779489749,0.0011621745698837727,0.038013907794897495,0.04,0.013946094838605275,0.09196000263350278,0.09196000263350278
13.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,1,0.37846195409106126,0.0003392241626380605,0.03784619540910613,0.04,0.004070689951656726,0.08191688536076286,0.08191688536076286
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,1,0.376425545804112,-0.0003992748119720032,0.03764255458041121,0.04,-0.004791297743664038,0.07285125683674716,0.07285125683674716
14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,1,0.3740695516939365,-0.0010614946485832794,0.03740695516939366,0.04,-0.012737935782999353,0.0646690193863943,0.0646690193863943
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,1,0.37142980243624085,-0.0016548214016830426,0.037142980243624085,0.04,-0.01985785682019651,0.057285123423427585,0.057285123423427585
15.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,1,0.3685386331674195,-0.0021859304829536966,0.03685386331674196,0.04,-0.026231165795444357,0.050622697521297604,0.050622697521297604
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,1,0.36542522006296396,-0.002660854990636329,0.036542522006296395,0.04,-0.031930259887635946,0.04461226211866045,0.04461226211866045
16.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.5,1,0.36211588455064714,-0.003085047468783272,0.03621158845506472,0.04,-0.03702056962539926,0.03919101882966545,0.03919101882966545
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,1,0.35863436827807654,-0.0034634357293544774,0.035863436827807654,0.04,-0.04156122875225372,0.03430220807555394,0.03430220807555394
17.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.5,1,0.35500208162281505,-0.0038004733066093186,0.035500208162281506,0.04,-0.04560567967931182,0.02989452848296968,0.02989452848296968
18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,1,0.35123832832299906,-0.0041001850613041416,0.03512383283229991,0.04,-0.04920222073564969,0.02592161209665022,0.02592161209665022
18.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.5,1,0.34736050849041367,-0.00436620839984585,0.03473605084904137,0.04,-0.0523945007981502,0.022341550050891182,0.022341550050891182
19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,1,0.34338430211379106,-0.00460183053026063,0.03433843021137911,0.04,-0.05522196636312756,0.019116463848251556,0.019116463848251556
19.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.5,1,0.3393238349002593,-0.004810022136841296,0.03393238349002593,0.04,-0.05772026564209555,0.016212117847930394,0.016212117847930394
20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,1,0.33519182818450277,-0.004993467816420031,0.03351918281845028,0.04,-0.05992161379704036,0.01359756902140992,0.01359756902140992
20.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
