t,agent,err_deg,derr_deg,P_deg,I_deg,D_deg,raw_deg,rud_deg
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,0.0,-360.0,0.0,0.0,-180.0,-180.0,-180.0
0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1,0.04395565061750979,0.08834044765722784,0.00879113012350196,0.001098891265437745,0.04417022382861392,0.05406024521755363,0.05406024521755363
1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,0.0879165138352986,0.08878005628940573,0.01758330276705972,0.00329680411132021,0.044390028144702866,0.0652701350230828,0.0652701350230828
1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,1,0.13159646375549994,0.08864465677074476,0.02631929275109999,0.006586715705207709,0.04432232838537238,0.07722833684168008,0.07722833684168008
2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,0.1749430511197759,0.08840109051508048,0.034988610223955184,0.010960291983202107,0.04420054525754024,0.09014944746469752,0.09014944746469752
2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,1,0.21789959910500376,0.08804034929061583,0.043579919821000755,0.0164077819608272,0.04402017464530791,0.10400787642713587,0.10400787642713587
3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1,0.2604053149918892,0.08755360804851767,0.05208106299837784,0.022917914835624432,0.043776804024258834,0.11877578185826111,0.11877578185826111
3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,1,0.302395411710347,0.08693224587592611,0.06047908234206941,0.030477800128383106,0.04346612293796306,0.13442300540841556,0.13442300540841556
4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1,0.3438012395523772,0.08616786762059413,0.06876024791047544,0.039072831117192536,0.04308393381029706,0.15091701283796502,0.15091701283796502
4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,1,0.3845504283150736,0.08525232614087967,0.07691008566301472,0.048686591825069375,0.042626163070439836,0.16822284055852393,0.16822284055852393
5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1,0.4245670401163533,0.0841777451311007,0.08491340802327067,0.059300767827978204,0.04208887256555035,0.18630304841679923,0.18630304841679923
5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,1,0.4637717330740866,0.08293654246965786,0.09275434661481732,0.07089506115483038,0.04146827123482893,0.2051176790044766,0.2051176790044766
6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1,0.5020819360440913,0.08152145403391695,0.10041638720881828,0.08344710955593267,0.04076072701695847,0.2246242237817094,0.2246242237817094
6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,1,0.5394120345598895,0.07992555792465643,0.10788240691197791,0.09693241041992989,0.039962778962328215,0.244777596294236,0.244777596294236
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,1,0.5756735681007329,0.07814229903829345,0.11513471362014659,0.1,0.039071149519146725,0.25420586313929333,0.25420586313929333
7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,1,0.610825082434474,0.0762652858481352,0.12216501648689482,0.1,0.0381326429240676,0.26029765941096245,0.26029765941096245
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,1,0.6448397446465609,0.07432349962274169,0.12896794892931218,0.1,0.037161749811370846,0.26612969874068304,0.26612969874068304
8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,1,0.6776918570698338,0.07231896057796504,0.13553837141396677,0.1,0.03615948028898252,0.2716978517029493,0.2716978517029493
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,1,0.70935687551175,0.07025373666557873,0.14187137510235,0.1,0.035126868332789364,0.27699824343513935,0.27699824343513935
9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,1,0.739811426379202,0.06812994151289586,0.1479622852758404,0.1,0.03406497075644793,0.28202725603228834,0.28202725603228834
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,0.7690333226688716,0.06594973232992415,0.1538066645337743,0.1,0.03297486616496208,0.2867815306987364,0.2867815306987364
10.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,1,0.7970015788301898,0.06371530778641775,0.15940031576603797,0.1,0.031857653893208875,0.2912579696592469,0.2912579696592469
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,1,0.8236964244836557,0.06142890586104578,0.16473928489673115,0.1,0.03071445293052289,0.29545373782725404,0.29545373782725404
11.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,1,0.8490993169932369,0.059092801663936864,0.1698198633986474,0.1,0.029546400831968432,0.2993662642306158,0.2993662642306158
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,1,0.8731929528734683,0.0567093052355097,0.17463859057469366,0.1,0.02835465261775485,0.3029932431924485,0.3029932431924485
12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,1,0.895961278053992,0.05428075932344608,0.17919225561079838,0.1,0.02714037966172304,0.3063326352725214,0.3063326352725214
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,1,0.9173894969571146,0.051809537139193756,0.18347789939142292,0.1,0.025904768569596878,0.3093826679610198,0.3093826679610198
13.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,1,0.9374640804178472,0.04929804009739812,0.18749281608356944,0.1,0.02464902004869906,0.31214183613226854,0.31214183613226854
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,1,0.9561727724348734,0.046748695539215915,0.19123455448697468,0.1,0.023374347769607957,0.31460890225658267,0.31460890225658267
14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,1,0.9735045957481234,0.04416395444206291,0.1947009191496247,0.1,0.022081977221031456,0.31678289637065615,0.31678289637065615
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,1,0.9894498562393383,0.041546289118253095,0.19788997124786767,0.1,0.020773144559126547,0.31866311580699425,0.31866311580699425
15.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,1,1.0040001461655492,0.0388981909036972,0.20080002923310983,0.1,0.0194490954518486,0.3202491246849584,0.3202491246849584
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,1,1.0171483462259288,0.03622216784002391,0.20342966924518577,0.1,0.018111083920011956,0.3215407531651977,0.3215407531651977
16.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.5,1,1.0288886264603365,0.033520742351226346,0.20577772529206728,0.1,0.016760371175613173,0.32253809646768045,0.32253809646768045
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,1,1.0392164459857136,0.030796448917236468,0.20784328919714276,0.1,0.015398224458618234,0.323241513655761,0.323241513655761
17.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.5,1,1.048128551581577,0.028051831746880623,0.2096257103163154,0.1,0.014025915873440311,0.32365162618975574,0.32365162618975574
18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,1,1.055622975117636,0.025289442451724143,0.21112459502352723,0.1,0.012644721225862071,0.3237693162493893,0.3237693162493893
18.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.5,1,1.0616990298461835,0.022511837723474093,0.21233980596923668,0.1,0.011255918861737046,0.32359572483097376,0.32359572483097376
19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,1,1.0663573055527908,0.019721577016453083,0.2132714611105582,0.1,0.009860788508226541,0.32313224961878473,0.32313224961878473
19.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.5,1,1.0695996625894884,0.016921220237726776,0.21391993251789768,0.1,0.008460610118863388,0.32238054263676114,0.32238054263676114
