t,agent,err_deg,derr_deg,P_deg,I_deg,D_deg,raw_deg,rud_deg
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,0.0,-360.0,0.0,0.0,-36.0,-36.0,-36.0
0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1,0.04395565061750979,0.08834044765722784,0.04395565061750979,0.001098891265437745,0.008834044765722785,0.05388858664867032,0.05388858664867032
1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,0.0879165138352986,0.08878005628940573,0.0879165138352986,0.00329680411132021,0.008878005628940573,0.10009132357555937,0.10009132357555937
1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,1,0.13144381344464343,0.08833786584791255,0.13144381344464343,0.006582899447436296,0.008833786584791255,0.146860499476871,0.146860499476871
2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,0.17433247650751588,0.08747928105634481,0.17433247650751588,0.010941211360124194,0.008747928105634482,0.19402161597327455,0.19402161597327455
2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,1,0.2163756873514825,0.0861987977603807,0.2163756873514825,0.016350603543911255,0.00861987977603807,0.24134617067143183,0.24134617067143183
3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1,0.25736588903136437,0.0844929075886475,0.25736588903136437,0.022784750769695366,0.00844929075886475,0.2885999305599245,0.2885999305599245
3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,1,0.29709581000083846,0.082360158457393,0.29709581000083846,0.030212146019716328,0.0082360158457393,0.3355439718662941,0.3355439718662941
4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1,0.33535951149952564,0.07980120616679098,0.33535951149952564,0.03859613380720447,0.007980120616679099,0.3819357659234092,0.3819357659234092
4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,1,0.37195345084244513,0.07681885663638692,0.37195345084244513,0.0478949700782656,0.007681885663638692,0.4275303065843495,0.4275303065843495
5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1,0.4066775557236027,0.07341809836735291,0.4066775557236027,0.058061908971355665,0.007341809836735292,0.47208127453169374,0.47208127453169374
